"Step","Total Residents","At Home","School","Water","Religion","restaurant","Health Center","Socialize","Work","Business"
"11946","32613","6462","11476","582","463","788","1537","2719","7844","743"
"11947","32612","21632","0","463","356","642","1306","2606","4976","632"
"11948","32611","23109","0","397","306","548","1106","2280","4314","552"
"11949","32609","31663","0","36","19","41","97","429","222","102"
"11950","32607","32161","0","0","0","0","0","363","0","85"
"11951","32605","32158","0","0","0","0","0","362","0","85"
"11952","32604","32245","0","0","0","0","0","296","0","64"
"11953","32600","32604","0","0","0","0","0","0","0","0"
"11954","32598","32598","0","0","0","0","0","0","0","0"
"11955","32595","32595","0","0","0","0","0","0","0","0"
"11956","32595","32595","0","0","0","0","0","0","0","0"
"11957","32594","32594","0","0","0","0","0","0","0","0"
"11958","32594","27559","0","399","269","339","841","1172","1787","228"
"11959","32594","22135","0","836","548","758","1740","2440","3651","486"
"11960","32591","17128","0","1287","782","1085","2497","3729","5373","713"
"11961","32591","7323","3180","1599","815","1471","3231","5103","8807","1062"
"11962","32591","6335","7230","1190","493","1026","2381","3959","9063","914"
"11963","32589","6245","7742","1055","449","901","2107","3941","9233","916"
"11964","32588","9895","6759","714","297","689","1524","2419","9704","587"
"11965","32586","9973","6694","684","313","688","1468","2446","9735","585"
"11966","32586","8990","7759","664","315","667","1410","2663","9481","637"
"11967","32581","5660","11918","638","325","612","1493","2763","8521","651"
"11968","32581","5734","11980","651","354","621","1517","2724","8342","658"
"11969","32580","6075","11979","643","454","655","1602","2706","7777","689"
"11970","32577","11183","8024","572","400","590","1516","2705","6911","676"
"11971","32574","21578","0","475","353","518","1343","2622","5057","631"
"11972","32574","23125","0","392","312","449","1151","2262","4349","534"
"11973","32572","32086","0","2","2","4","9","366","15","88"
"11974","32570","32122","0","0","0","0","0","362","0","88"
"11975","32566","32116","0","0","0","0","0","362","0","88"
"11976","32564","32281","0","0","0","0","0","221","0","64"
"11977","32562","32564","0","0","0","0","0","0","0","0"
"11978","32561","32561","0","0","0","0","0","0","0","0"
"11979","32559","32561","0","0","0","0","0","0","0","0"
"11980","32558","32558","0","0","0","0","0","0","0","0"
"11981","32558","32558","0","0","0","0","0","0","0","0"
"11982","32556","24649","0","738","457","456","1292","1845","2770","349"
"11983","32554","21497","0","1018","622","666","1790","2641","3817","505"
"11984","32553","15988","0","1450","808","1040","2658","4025","5792","792"
"11985","32552","9843","1487","1698","882","1289","3208","5038","8032","1076"
"11986","32551","6046","6990","1321","542","980","2559","4041","9060","1012"
"11987","32550","6309","7580","1187","452","868","2334","3792","9041","987"
"11988","32549","9081","6855","771","381","610","1719","2833","9617","682"
"11989","32549","10078","6553","645","349","523","1560","2512","9750","579"
"11990","32549","9346","7355","631","337","498","1509","2706","9542","625"
"11991","32544","5684","11875","641","324","536","1502","2820","8475","687"
"11992","32544","5994","11944","691","434","534","1609","2693","7950","695"
"11993","32540","5963","11942","705","457","502","1614","2774","7804","779"
"11994","32539","16179","4149","566","391","455","1414","2677","6037","671"
"11995","32537","21605","0","482","321","445","1287","2665","5089","645"
"11996","32537","24505","0","361","252","336","986","1976","3653","468"
"11997","32537","30531","0","97","68","92","283","616","728","122"
"11998","32537","32060","0","0","0","0","0","400","0","77"
"11999","32532","32055","0","0","0","0","0","400","0","77"
"12000","32532","32078","0","0","0","0","0","383","0","71"
"12001","32531","32531","0","0","0","0","0","0","0","0"
"12002","32530","32530","0","0","0","0","0","0","0","0"
"12003","32528","32530","0","0","0","0","0","0","0","0"
"12004","32527","32528","0","0","0","0","0","0","0","0"
"12005","32527","32527","0","0","0","0","0","0","0","0"
"12006","32526","23503","0","853","498","495","1494","2121","3130","432"
"12007","32525","20903","0","1080","642","641","1960","2780","3960","559"
"12008","32524","15903","0","1483","851","904","2707","4072","5799","805"
"12009","32522","8205","2812","1722","873","1072","3242","5111","8395","1092"
"12010","32520","5526","5855","1565","723","934","2909","4663","9260","1087"
"12011","32520","6127","7801","1131","495","663","2154","3975","9182","992"
"12012","32517","6492","7719","1086","464","630","2064","3834","9271","960"
"12013","32517","10057","6597","715","352","440","1527","2469","9781","579"
"12014","32516","9829","6785","706","355","446","1538","2534","9733","591"
"12015","32511","5821","11702","703","338","430","1548","2866","8417","686"
"12016","32511","5787","12041","697","374","471","1604","2737","8126","674"
"12017","32508","5996","12041","659","478","470","1649","2749","7743","726"
"12018","32508","18348","2542","536","366","423","1430","2653","5557","653"
"12019","32507","21729","0","492","345","386","1306","2615","5014","620"
"12020","32507","28809","0","200","136","158","525","913","1550","216"
"12021","32507","30600","0","83","68","73","263","578","709","133"
"12022","32507","32068","0","0","0","0","0","352","0","87"
"12023","32507","32068","0","0","0","0","0","352","0","87"
"12024","32507","32483","0","0","0","0","0","16","0","8"
"12025","32506","32506","0","0","0","0","0","0","0","0"
"12026","32505","32506","0","0","0","0","0","0","0","0"
"12027","32502","32505","0","0","0","0","0","0","0","0"
"12028","32502","32502","0","0","0","0","0","0","0","0"
"12029","32502","32502","0","0","0","0","0","0","0","0"
"12030","32502","25163","0","677","382","329","1221","1831","2564","335"
"12031","32499","20248","0","1169","641","552","2068","3066","4168","590"
"12032","32499","16136","0","1509","782","735","2678","4088","5773","798"
"12033","32496","8925","2335","1796","830","931","3193","5164","8215","1107"
"12034","32495","6030","6935","1429","553","698","2552","4212","9067","1019"
"12035","32493","6207","7824","1136","456","578","2112","4032","9153","995"
"12036","32492","6436","7777","1086","447","543","2056","3946","9236","966"
"12037","32491","9969","6680","673","363","363","1591","2522","9702","628"
"12038","32488","8793","8001","654","333","347","1519","2776","9371","697"
"12039","32487","6020","11360","656","332","356","1500","2929","8591","743"
"12040","32483","6154","12031","730","471","397","1662","2630","7679","733"
"12041","32483","6001","12031","670","480","375","1603","2792","7763","768"
"12042","32480","20394","897","566","381","328","1354","2685","5235","640"
"12043","32480","21628","0","542","364","316","1284","2669","5043","634"
"12044","32479","24970","0","387","264","215","921","1848","3434","440"
"12045","32477","29938","0","150","112","92","362","665","1013","147"
"12046","32476","32045","0","0","0","0","0","358","0","74"
"12047","32476","32044","0","0","0","0","0","358","0","74"
"12048","32474","32469","0","0","0","0","0","4","0","1"
"12049","32472","32472","0","0","0","0","0","0","0","0"
"12050","32471","32471","0","0","0","0","0","0","0","0"
"12051","32469","32471","0","0","0","0","0","0","0","0"
"12052","32469","32469","0","0","0","0","0","0","0","0"
"12053","32469","32469","0","0","0","0","0","0","0","0"
"12054","32466","27958","0","542","255","212","835","1931","276","460"
"12055","32466","22345","0","1258","593","498","1828","4293","622","1029"
"12056","32465","16281","0","1920","799","843","2824","7083","1010","1705"
"12057","32464","5932","0","2848","1114","1408","4549","11843","1718","3052"
"12058","32464","6184","0","2800","1127","1412","4570","11610","1704","3057"
"12059","32462","7385","0","2504","1089","1331","4485","11026","1659","2983"
"12060","32460","7988","0","2196","1006","1234","4169","11253","1643","2973"
"12061","32457","10210","0","1680","995","1103","4012","10359","1624","2474"
"12062","32455","8471","0","1336","892","907","3404","12554","1886","3005"
"12063","32454","8330","0","1314","944","964","3487","12585","1806","3025"
"12064","32453","8491","0","1532","1421","1171","4453","10979","1439","2967"
"12065","32452","8376","0","1508","1408","1147","4413","11151","1447","3003"
"12066","32452","9870","0","1253","1178","967","3763","10956","1499","2966"
"12067","32449","17892","0","554","572","454","1891","7676","1304","2109"
"12068","32448","21242","0","436","461","329","1522","5922","948","1589"
"12069","32448","30413","0","84","75","57","269","1195","53","302"
"12070","32443","31379","0","0","0","0","0","842","0","222"
"12071","32443","31379","0","0","0","0","0","842","0","222"
"12072","32442","31443","0","0","0","0","0","790","0","210"
"12073","32438","32442","0","0","0","0","0","0","0","0"
"12074","32438","32438","0","0","0","0","0","0","0","0"
"12075","32438","32438","0","0","0","0","0","0","0","0"
"12076","32438","32438","0","0","0","0","0","0","0","0"
"12077","32436","32436","0","0","0","0","0","0","0","0"
"12078","32435","24758","0","690","1956","263","1180","2828","0","761"
"12079","32435","19733","0","1149","3183","468","1932","4764","0","1206"
"12080","32434","13490","0","1675","4488","709","2810","7392","0","1870"
"12081","32431","11516","0","1805","4884","775","3095","8259","0","2100"
"12082","32431","6212","0","2196","6047","962","3927","10272","0","2815"
"12083","32431","7367","0","2002","5870","918","3811","9621","0","2842"
"12084","32431","9559","0","1537","5291","787","3461","9295","0","2501"
"12085","32430","10516","0","1348","5238","779","3408","8886","0","2256"
"12086","32429","9884","0","1295","5076","758","3233","9763","0","2421"
"12087","32425","8897","0","1054","5170","793","3359","10440","0","2712"
"12088","32424","8549","0","1095","5935","825","3680","9635","0","2705"
"12089","32420","8432","0","1096","6016","817","3689","9566","0","2808"
"12090","32420","12871","0","811","4428","607","2655","8589","0","2459"
"12091","32417","18746","0","481","2597","345","1677","6680","0","1894"
"12092","32417","20638","0","423","2235","294","1431","5767","0","1629"
"12093","32417","29293","0","134","728","96","458","1354","0","354"
"12094","32417","31443","0","0","0","0","0","777","0","197"
"12095","32417","31443","0","0","0","0","0","777","0","197"
"12096","32416","31965","0","0","0","0","0","360","0","92"
"12097","32415","32415","0","0","0","0","0","0","0","0"
"12098","32414","32415","0","0","0","0","0","0","0","0"
"12099","32414","32414","0","0","0","0","0","0","0","0"
"12100","32413","32413","0","0","0","0","0","0","0","0"
"12101","32411","32411","0","0","0","0","0","0","0","0"
"12102","32409","27485","0","368","268","450","787","1171","1661","219"
"12103","32409","20898","0","810","595","1028","1878","2755","3935","510"
"12104","32409","13715","0","1297","842","1625","2873","4463","6719","875"
"12105","32409","7157","3218","1441","796","1729","3119","5068","8804","1077"
"12106","32409","5221","5261","1389","694","1625","2908","4890","9338","1083"
"12107","32406","6258","7507","995","454","1186","2072","3915","9088","934"
"12108","32406","7566","7265","826","412","1065","1769","3308","9417","778"
"12109","32406","10006","6585","618","286","835","1477","2386","9660","553"
"12110","32405","7481","9401","539","268","716","1374","3022","8941","664"
"12111","32405","6934","9959","538","263","712","1348","3161","8822","668"
"12112","32404","6400","11844","655","443","794","1681","2460","7473","654"
"12113","32401","6248","11844","636","433","770","1640","2554","7605","674"
"12114","32400","13607","6022","531","385","675","1412","2643","6498","627"
"12115","32399","21546","0","409","356","601","1282","2568","5059","579"
"12116","32398","27194","0","211","176","314","678","1259","2297","269"
"12117","32395","31597","0","16","17","33","70","417","167","78"
"12118","32394","31957","0","0","0","0","0","368","0","69"
"12119","32393","31957","0","0","0","0","0","368","0","69"
"12120","32392","32137","0","0","0","0","0","216","0","40"
"12121","32389","32389","0","0","0","0","0","0","0","0"
"12122","32389","32389","0","0","0","0","0","0","0","0"
"12123","32387","32387","0","0","0","0","0","0","0","0"
"12124","32386","32386","0","0","0","0","0","0","0","0"
"12125","32385","32385","0","0","0","0","0","0","0","0"
"12126","32383","23164","0","709","530","666","1520","2187","3203","404"
"12127","32382","19147","0","1060","724","966","2200","3166","4515","604"
"12128","32382","18126","0","1158","763","1035","2345","3418","4868","669"
"12129","32381","10817","931","1599","819","1450","3160","4907","7735","964"
"12130","32378","5024","4840","1663","750","1456","3135","5034","9403","1076"
"12131","32377","6255","7599","1066","475","962","2049","3869","9174","929"
"12132","32377","7227","7295","963","409","861","1927","3513","9356","826"
"12133","32374","9888","6597","697","315","653","1521","2436","9687","580"
