"Step","Susciptable","Exposed","LatentTB","LatentExposed","InfectedTB","Recovered","Dead"
"4238","14258","205","24932","16867","4603","0","6003"
"4239","14258","204","24932","16871","4603","0","6004"
"4240","14257","200","24936","16887","4603","0","6005"
"4241","14256","199","24933","16901","4606","0","6007"
"4242","14256","199","24931","16899","4608","0","6007"
"4243","14254","198","24931","16885","4609","0","6009"
"4244","14254","198","24927","16879","4613","0","6013"
"4245","14251","196","24926","16877","4615","0","6015"
"4246","14250","196","24924","16860","4616","0","6015"
"4247","14250","196","24923","16851","4617","0","6016"
"4248","14250","196","24920","16845","4619","0","6016"
"4249","14250","195","24921","16848","4619","0","6018"
"4250","14249","195","24917","16838","4622","0","6019"
"4251","14249","194","24915","16825","4623","0","6020"
"4252","14249","194","24914","16812","4624","0","6020"
"4253","14249","194","24911","16805","4626","0","6021"
"4254","14249","192","24910","16794","4628","0","6022"
"4255","14248","191","24908","16788","4631","0","6023"
"4256","14248","191","24906","16791","4633","0","6026"
"4257","14248","191","24903","16797","4633","0","6026"
"4258","14248","190","24902","16807","4635","0","6026"
"4259","14248","190","24897","16820","4640","0","6026"
"4260","14248","190","24896","16827","4641","0","6028"
"4261","14248","190","24894","16827","4641","0","6032"
"4262","14248","189","24889","16827","4643","0","6032"
"4263","14248","188","24889","16836","4644","0","6037"
"4264","14246","188","24886","16834","4644","0","6037"
"4265","14246","187","24885","16838","4646","0","6037"
"4266","14246","187","24885","16839","4646","0","6039"
"4267","14246","187","24882","16830","4647","0","6039"
"4268","14246","187","24880","16830","4649","0","6041"
"4269","14246","187","24879","16827","4648","0","6041"
"4270","14246","187","24875","16822","4652","0","6043"
"4271","14246","187","24872","16818","4653","0","6043"
"4272","14246","187","24871","16814","4654","0","6045"
"4273","14246","187","24866","16805","4657","0","6045"
"4274","14246","187","24865","16800","4658","0","6046"
"4275","14246","187","24861","16783","4661","0","6047"
"4276","14246","187","24858","16779","4663","0","6049"
"4277","14245","186","24856","16773","4665","0","6049"
"4278","14244","185","24857","16769","4665","0","6050"
"4279","14244","185","24856","16766","4665","0","6051"
"4280","14242","185","24855","16765","4665","0","6054"
"4281","14242","185","24854","16764","4666","0","6055"
"4282","14242","185","24854","16765","4665","0","6055"
"4283","14242","183","24855","16779","4666","0","6055"
"4284","14242","183","24855","16785","4666","0","6062"
"4285","14242","183","24849","16781","4665","0","6062"
"4286","14242","182","24846","16790","4669","0","6063"
"4287","14242","181","24841","16793","4673","0","6064"
"4288","14242","179","24840","16807","4675","0","6065"
"4289","14242","179","24840","16810","4675","0","6068"
"4290","14240","179","24837","16807","4677","0","6068"
"4291","14240","178","24838","16801","4677","0","6068"
"4292","14240","178","24837","16797","4678","0","6068"
"4293","14240","178","24836","16789","4678","0","6069"
"4294","14239","178","24833","16781","4680","0","6071"
"4295","14239","178","24831","16775","4682","0","6071"
"4296","14239","177","24831","16770","4683","0","6072"
"4297","14239","177","24830","16764","4683","0","6072"
"4298","14239","177","24828","16758","4685","0","6073"
"4299","14238","177","24824","16745","4685","0","6077"
"4300","14238","176","24825","16731","4685","0","6082"
"4301","14237","176","24823","16727","4683","0","6083"
"4302","14236","176","24818","16706","4686","0","6085"
"4303","14236","176","24818","16705","4686","0","6085"
"4304","14236","176","24816","16700","4688","0","6088"
"4305","14235","176","24812","16703","4688","0","6090"
"4306","14235","176","24811","16715","4689","0","6093"
"4307","14233","175","24808","16732","4692","0","6093"
"4308","14233","175","24808","16736","4692","0","6094"
"4309","14233","174","24807","16735","4693","0","6094"
"4310","14233","174","24806","16741","4694","0","6097"
"4311","14231","174","24803","16741","4696","0","6097"
"4312","14230","174","24801","16757","4699","0","6097"
"4313","14229","175","24799","16765","4701","0","6099"
"4314","14228","175","24797","16768","4702","0","6100"
"4315","14228","175","24795","16754","4703","0","6101"
"4316","14228","174","24793","16753","4705","0","6102"
"4317","14228","174","24790","16747","4706","0","6103"
"4318","14228","174","24787","16742","4707","0","6105"
"4319","14228","174","24786","16734","4707","0","6106"
"4320","14228","173","24787","16726","4707","0","6108"
"4321","14228","172","24784","16712","4709","0","6109"
"4322","14227","172","24779","16703","4712","0","6111"
"4323","14227","171","24776","16699","4716","0","6114"
"4324","14226","170","24774","16699","4716","0","6115"
"4325","14226","170","24773","16690","4715","0","6117"
"4326","14226","169","24771","16679","4717","0","6118"
"4327","14226","169","24771","16681","4717","0","6120"
"4328","14224","169","24768","16674","4720","0","6120"
"4329","14222","168","24765","16676","4721","0","6125"
"4330","14221","167","24764","16675","4723","0","6126"
"4331","14220","168","24763","16685","4724","0","6128"
"4332","14218","168","24758","16689","4727","0","6130"
"4333","14218","168","24758","16689","4727","0","6131"
"4334","14217","166","24758","16687","4728","0","6132"
"4335","14216","166","24758","16689","4728","0","6133"
"4336","14216","166","24758","16691","4728","0","6133"
"4337","14216","166","24758","16695","4728","0","6137"
"4338","14213","165","24756","16705","4728","0","6139"
"4339","14213","165","24756","16703","4728","0","6140"
"4340","14212","165","24755","16713","4727","0","6142"
"4341","14211","165","24753","16715","4727","0","6145"
"4342","14210","165","24749","16709","4728","0","6149"
"4343","14210","165","24746","16701","4731","0","6151"
"4344","14210","165","24744","16686","4731","0","6151"
"4345","14210","165","24743","16680","4731","0","6152"
"4346","14210","165","24741","16671","4733","0","6154"
"4347","14209","165","24737","16662","4735","0","6155"
"4348","14209","165","24734","16658","4738","0","6155"
"4349","14209","165","24730","16650","4742","0","6155"
"4350","14209","164","24726","16636","4747","0","6155"
"4351","14209","164","24725","16630","4748","0","6157"
"4352","14208","164","24719","16626","4751","0","6159"
"4353","14208","164","24719","16630","4751","0","6159"
"4354","14207","164","24716","16638","4753","0","6161"
"4355","14207","164","24712","16636","4757","0","6161"
"4356","14207","164","24711","16639","4758","0","6161"
"4357","14207","164","24711","16633","4758","0","6164"
"4358","14206","164","24705","16636","4762","0","6164"
"4359","14206","164","24704","16633","4763","0","6165"
"4360","14204","163","24701","16627","4766","0","6167"
"4361","14204","163","24701","16641","4766","0","6168"
"4362","14202","164","24700","16637","4767","0","6169"
"4363","14201","164","24699","16636","4768","0","6173"
"4364","14199","164","24695","16636","4768","0","6175"
"4365","14198","165","24692","16631","4769","0","6177"
"4366","14198","165","24692","16630","4769","0","6178"
"4367","14198","165","24690","16626","4770","0","6180"
"4368","14198","165","24687","16625","4771","0","6181"
"4369","14198","164","24685","16604","4772","0","6182"
"4370","14198","164","24685","16605","4772","0","6182"
"4371","14197","164","24685","16606","4773","0","6182"
"4372","14197","164","24684","16599","4774","0","6185"
"4373","14196","162","24683","16591","4775","0","6185"
"4374","14196","162","24680","16583","4778","0","6189"
"4375","14195","162","24674","16572","4779","0","6191"
"4376","14195","162","24674","16575","4779","0","6191"
"4377","14195","161","24673","16577","4781","0","6191"
"4378","14195","160","24674","16585","4781","0","6191"
"4379","14195","160","24672","16585","4782","0","6192"
"4380","14195","160","24672","16602","4781","1","6194"
"4381","14195","160","24667","16611","4783","1","6195"
"4382","14194","159","24667","16631","4784","1","6196"
"4383","14193","160","24664","16647","4787","1","6196"
"4384","14191","160","24662","16649","4789","1","6198"
"4385","14190","159","24659","16670","4793","1","6199"
"4386","14190","159","24657","16664","4795","1","6199"
"4387","14190","159","24653","16665","4798","1","6200"
"4388","14190","159","24653","16663","4798","1","6200"
"4389","14190","159","24652","16661","4799","1","6200"
"4390","14189","159","24649","16648","4802","1","6201"
"4391","14188","159","24649","16644","4802","1","6202"
"4392","14187","159","24648","16641","4802","1","6204"
"4393","14187","159","24648","16635","4802","1","6205"
"4394","14187","159","24643","16632","4804","1","6207"
"4395","14187","159","24640","16625","4804","1","6210"
"4396","14187","159","24640","16624","4804","1","6210"
"4397","14187","159","24638","16616","4806","1","6210"
"4398","14186","158","24638","16602","4807","1","6211"
"4399","14186","155","24639","16591","4809","1","6211"
"4400","14185","156","24635","16589","4813","1","6216"
"4401","14185","156","24629","16584","4814","1","6217"
"4402","14184","156","24627","16584","4816","1","6219"
"4403","14182","156","24625","16604","4817","2","6219"
"4404","14180","156","24623","16603","4817","3","6222"
"4405","14180","156","24623","16611","4817","3","6224"
"4406","14180","154","24623","16612","4817","3","6224"
"4407","14180","154","24622","16622","4817","3","6225"
"4408","14180","154","24622","16627","4817","3","6228"
"4409","14179","154","24616","16656","4817","5","6230"
"4410","14179","154","24615","16647","4817","5","6231"
"4411","14179","154","24613","16647","4819","5","6234"
"4412","14178","154","24609","16632","4820","5","6235"
"4413","14178","154","24605","16630","4822","5","6237"
"4414","14178","154","24605","16628","4822","5","6237"
"4415","14178","154","24603","16620","4824","5","6239"
"4416","14178","153","24603","16618","4823","5","6239"
"4417","14178","153","24602","16617","4824","5","6240"
"4418","14178","152","24599","16603","4825","5","6242"
"4419","14178","152","24597","16597","4827","5","6243"
"4420","14178","152","24596","16584","4827","5","6244"
"4421","14178","152","24594","16579","4828","5","6244"
"4422","14178","151","24592","16569","4831","5","6248"
"4423","14177","151","24589","16554","4831","5","6251"
"4424","14177","151","24587","16541","4830","5","6253"
"4425","14177","151","24584","16534","4831","5","6256"
"4426","14176","151","24582","16545","4831","5","6256"
"4427","14176","151","24582","16543","4831","5","6257"
"4428","14176","150","24582","16537","4831","5","6258"
"4429","14175","149","24583","16542","4831","5","6260"
"4430","14175","149","24580","16571","4830","7","6261"
"4431","14174","149","24575","16579","4831","7","6265"
"4432","14174","149","24571","16589","4832","7","6268"
"4433","14174","149","24571","16596","4832","7","6270"
"4434","14173","149","24569","16584","4833","7","6270"
"4435","14172","149","24567","16579","4834","7","6272"
"4436","14172","149","24565","16569","4833","8","6274"
"4437","14172","149","24561","16563","4835","8","6276"
"4438","14170","149","24560","16555","4836","8","6278"
"4439","14170","149","24560","16552","4836","8","6278"
"4440","14170","149","24559","16554","4837","8","6281"
"4441","14169","149","24558","16548","4836","8","6281"
"4442","14168","149","24555","16549","4838","8","6283"
"4443","14168","149","24553","16539","4840","8","6283"
"4444","14168","149","24553","16533","4840","8","6285"
"4445","14167","148","24552","16521","4841","8","6285"
"4446","14167","148","24552","16511","4841","8","6286"
"4447","14166","146","24552","16511","4843","8","6287"
"4448","14166","146","24551","16507","4842","9","6287"
"4449","14166","146","24549","16503","4844","9","6288"
"4450","14165","144","24550","16514","4845","9","6289"
"4451","14164","144","24548","16527","4847","9","6290"
"4452","14164","144","24547","16535","4846","10","6293"
"4453","14164","144","24544","16536","4846","10","6293"
"4454","14164","143","24539","16559","4848","12","6295"
"4455","14164","143","24538","16579","4849","12","6295"
"4456","14164","143","24538","16582","4849","12","6296"
"4457","14164","143","24535","16594","4851","12","6298"
"4458","14162","143","24529","16599","4853","12","6302"
"4459","14162","143","24528","16599","4854","12","6303"
"4460","14162","142","24527","16593","4856","11","6303"
"4461","14162","141","24528","16592","4856","11","6303"
"4462","14161","142","24524","16582","4857","11","6306"
"4463","14161","142","24521","16573","4859","11","6307"
"4464","14161","141","24522","16571","4859","11","6308"
"4465","14161","140","24518","16563","4863","11","6308"
"4466","14161","140","24516","16557","4864","11","6309"
"4467","14161","140","24516","16557","4864","11","6316"
"4468","14160","139","24509","16541","4866","11","6318"
"4469","14159","139","24507","16536","4867","11","6318"
"4470","14158","139","24502","16529","4870","11","6321"
"4471","14156","139","24500","16518","4871","11","6324"
"4472","14156","139","24499","16518","4871","11","6325"
"4473","14154","139","24498","16516","4872","11","6327"
"4474","14154","139","24498","16527","4872","11","6328"
